filename,status,pattern_found,confidence,num_circles,pattern_centers,processing_time,image_shape,timestamp,visualization_path
IMG_10072025161437.png,success,False,0.0,5,[],4.66203236579895,"(1024, 1280, 1)",2025-08-06T15:42:15.899187,batch_results\visualizations\vis_IMG_10072025161437.png
IMG_10072025161451.png,success,False,0.0,5,[],1.4393713474273682,"(1024, 1280, 1)",2025-08-06T15:42:17.369806,batch_results\visualizations\vis_IMG_10072025161451.png
IMG_10072025161451.png,success,False,0.0,5,[],1.423337697982788,"(1024, 1280, 1)",2025-08-06T15:42:18.839904,batch_results\visualizations\vis_IMG_10072025161451.png
IMG_10072025161456.png,success,False,0.0,5,[],3.5352728366851807,"(1024, 1280, 1)",2025-08-06T15:42:22.422546,batch_results\visualizations\vis_IMG_10072025161456.png
IMG_10072025161456.png,success,False,0.0,5,[],3.6608376502990723,"(1024, 1280, 1)",2025-08-06T15:42:26.130243,batch_results\visualizations\vis_IMG_10072025161456.png
IMG_10072025161458.png,success,False,0.0,5,[],1.454580545425415,"(1024, 1280, 1)",2025-08-06T15:42:27.631589,batch_results\visualizations\vis_IMG_10072025161458.png
IMG_10072025161458.png,success,False,0.0,5,[],1.4705352783203125,"(1024, 1280, 1)",2025-08-06T15:42:29.149384,batch_results\visualizations\vis_IMG_10072025161458.png
IMG_10072025161459.png,success,False,0.0,5,[],1.42335844039917,"(1024, 1280, 1)",2025-08-06T15:42:30.619499,batch_results\visualizations\vis_IMG_10072025161459.png
IMG_10072025161459.png,success,False,0.0,5,[],1.4233691692352295,"(1024, 1280, 1)",2025-08-06T15:42:32.090119,batch_results\visualizations\vis_IMG_10072025161459.png
IMG_10072025161518.png,success,False,0.0,4,[],2.6131813526153564,"(1024, 1280, 1)",2025-08-06T15:42:34.734537,batch_results\visualizations\vis_IMG_10072025161518.png
IMG_10072025161518.png,success,False,0.0,4,[],2.6123692989349365,"(1024, 1280, 1)",2025-08-06T15:42:37.393766,batch_results\visualizations\vis_IMG_10072025161518.png
IMG_10072025161528.png,success,False,0.0,4,[],3.3632020950317383,"(1024, 1280, 1)",2025-08-06T15:42:40.788107,batch_results\visualizations\vis_IMG_10072025161528.png
IMG_10072025161528.png,success,False,0.0,4,[],3.4729504585266113,"(1024, 1280, 1)",2025-08-06T15:42:44.292314,batch_results\visualizations\vis_IMG_10072025161528.png
IMG_10072025161533.png,success,False,0.0,4,[],2.5029244422912598,"(1024, 1280, 1)",2025-08-06T15:42:46.826479,batch_results\visualizations\vis_IMG_10072025161533.png
IMG_10072025161533.png,success,False,0.0,4,[],2.127667188644409,"(1024, 1280, 1)",2025-08-06T15:42:48.985385,batch_results\visualizations\vis_IMG_10072025161533.png
IMG_10072025161538.png,success,False,0.0,4,[],1.8771381378173828,"(1024, 1280, 1)",2025-08-06T15:42:50.893761,batch_results\visualizations\vis_IMG_10072025161538.png
IMG_10072025161538.png,success,False,0.0,4,[],1.8770179748535156,"(1024, 1280, 1)",2025-08-06T15:42:52.818030,batch_results\visualizations\vis_IMG_10072025161538.png
IMG_10072025161540.png,success,False,0.0,4,[],1.7365853786468506,"(1024, 1280, 1)",2025-08-06T15:42:54.601473,batch_results\visualizations\vis_IMG_10072025161540.png
IMG_10072025161540.png,success,False,0.0,4,[],1.642714262008667,"(1024, 1280, 1)",2025-08-06T15:42:56.291047,batch_results\visualizations\vis_IMG_10072025161540.png
IMG_10072025161543.png,success,False,0.0,4,[],2.925567150115967,"(1024, 1280, 1)",2025-08-06T15:42:59.247856,batch_results\visualizations\vis_IMG_10072025161543.png
IMG_10072025161543.png,success,False,0.0,4,[],2.894576072692871,"(1024, 1280, 1)",2025-08-06T15:43:02.189291,batch_results\visualizations\vis_IMG_10072025161543.png
IMG_10072025161547.png,success,False,0.0,4,[],2.1273598670959473,"(1024, 1280, 1)",2025-08-06T15:43:04.363423,batch_results\visualizations\vis_IMG_10072025161547.png
IMG_10072025161547.png,success,False,0.0,4,[],2.143523931503296,"(1024, 1280, 1)",2025-08-06T15:43:06.553807,batch_results\visualizations\vis_IMG_10072025161547.png
IMG_10072025161557.png,success,False,0.0,4,[],4.3652167320251465,"(1024, 1280, 1)",2025-08-06T15:43:10.965883,batch_results\visualizations\vis_IMG_10072025161557.png
IMG_10072025161557.png,success,False,0.0,4,[],4.255324125289917,"(1024, 1280, 1)",2025-08-06T15:43:15.252446,batch_results\visualizations\vis_IMG_10072025161557.png
IMG_10072025161559.png,success,False,0.0,4,[],14.501754999160767,"(1024, 1280, 1)",2025-08-06T15:43:29.801080,batch_results\visualizations\vis_IMG_10072025161559.png
IMG_10072025161559.png,success,False,0.0,4,[],15.471829652786255,"(1024, 1280, 1)",2025-08-06T15:43:45.319771,batch_results\visualizations\vis_IMG_10072025161559.png
IMG_10072025161601.png,success,False,0.0,4,[],8.525904178619385,"(1024, 1280, 1)",2025-08-06T15:43:53.876916,batch_results\visualizations\vis_IMG_10072025161601.png
IMG_10072025161601.png,success,False,0.0,4,[],8.385149717330933,"(1024, 1280, 1)",2025-08-06T15:44:02.308927,batch_results\visualizations\vis_IMG_10072025161601.png
IMG_10072025161602.png,success,False,0.0,4,[],4.851494073867798,"(1024, 1280, 1)",2025-08-06T15:44:07.191660,batch_results\visualizations\vis_IMG_10072025161602.png
IMG_10072025161602.png,success,False,0.0,4,[],4.835883378982544,"(1024, 1280, 1)",2025-08-06T15:44:12.059214,batch_results\visualizations\vis_IMG_10072025161602.png
IMG_10072025161624.png,success,False,0.0,4,[],3.5843169689178467,"(1024, 1280, 1)",2025-08-06T15:44:15.674770,batch_results\visualizations\vis_IMG_10072025161624.png
IMG_10072025161624.png,success,False,0.0,4,[],3.5526821613311768,"(1024, 1280, 1)",2025-08-06T15:44:19.258692,batch_results\visualizations\vis_IMG_10072025161624.png
IMG_10072025161626.png,success,False,0.0,4,[],3.8970630168914795,"(1024, 1280, 1)",2025-08-06T15:44:23.203024,batch_results\visualizations\vis_IMG_10072025161626.png
IMG_10072025161626.png,success,False,0.0,4,[],4.179405212402344,"(1024, 1280, 1)",2025-08-06T15:44:27.429287,batch_results\visualizations\vis_IMG_10072025161626.png
IMG_10072025161629.png,success,False,0.0,4,[],4.931187629699707,"(1024, 1280, 1)",2025-08-06T15:44:32.391715,batch_results\visualizations\vis_IMG_10072025161629.png
IMG_10072025161629.png,success,False,0.0,4,[],4.975085735321045,"(1024, 1280, 1)",2025-08-06T15:44:37.413661,batch_results\visualizations\vis_IMG_10072025161629.png
IMG_10072025161638.png,success,False,0.0,4,[],3.2071633338928223,"(1024, 1280, 1)",2025-08-06T15:44:40.667684,batch_results\visualizations\vis_IMG_10072025161638.png
IMG_10072025161638.png,success,False,0.0,4,[],3.2871785163879395,"(1024, 1280, 1)",2025-08-06T15:44:43.986102,batch_results\visualizations\vis_IMG_10072025161638.png
IMG_10072025161640.png,success,False,0.0,4,[],2.4259915351867676,"(1024, 1280, 1)",2025-08-06T15:44:46.458952,batch_results\visualizations\vis_IMG_10072025161640.png
IMG_10072025161640.png,success,False,0.0,4,[],2.4416472911834717,"(1024, 1280, 1)",2025-08-06T15:44:48.947458,batch_results\visualizations\vis_IMG_10072025161640.png
IMG_10072025161715.png,success,False,0.0,1,[],2.723618984222412,"(1024, 1280, 1)",2025-08-06T15:44:51.702316,batch_results\visualizations\vis_IMG_10072025161715.png
IMG_10072025161715.png,success,False,0.0,1,[],2.848583221435547,"(1024, 1280, 1)",2025-08-06T15:44:54.597759,batch_results\visualizations\vis_IMG_10072025161715.png
IMG_10072025161717.png,success,False,0.0,3,[],2.1753132343292236,"(1024, 1280, 1)",2025-08-06T15:44:56.804310,batch_results\visualizations\vis_IMG_10072025161717.png
IMG_10072025161717.png,success,False,0.0,3,[],2.1756794452667236,"(1024, 1280, 1)",2025-08-06T15:44:59.027256,batch_results\visualizations\vis_IMG_10072025161717.png
IMG_10072025161719.png,success,False,0.0,3,[],3.0366873741149902,"(1024, 1280, 1)",2025-08-06T15:45:02.110801,batch_results\visualizations\vis_IMG_10072025161719.png
IMG_10072025161719.png,success,False,0.0,3,[],3.0055301189422607,"(1024, 1280, 1)",2025-08-06T15:45:05.163189,batch_results\visualizations\vis_IMG_10072025161719.png
IMG_10072025161734.png,success,False,0.0,0,[],2.816882848739624,"(1024, 1280, 1)",2025-08-06T15:45:08.011313,batch_results\visualizations\vis_IMG_10072025161734.png
IMG_10072025161734.png,success,False,0.0,0,[],2.81681489944458,"(1024, 1280, 1)",2025-08-06T15:45:10.859365,batch_results\visualizations\vis_IMG_10072025161734.png
IMG_10072025161739.png,success,False,0.0,2,[],6.1180877685546875,"(1024, 1280, 1)",2025-08-06T15:45:17.008704,batch_results\visualizations\vis_IMG_10072025161739.png
IMG_10072025161739.png,success,False,0.0,2,[],6.16376805305481,"(1024, 1280, 1)",2025-08-06T15:45:23.203710,batch_results\visualizations\vis_IMG_10072025161739.png
IMG_10072025161740.png,success,False,0.0,2,[],3.738959550857544,"(1024, 1280, 1)",2025-08-06T15:45:26.989528,batch_results\visualizations\vis_IMG_10072025161740.png
IMG_10072025161740.png,success,False,0.0,2,[],3.379335880279541,"(1024, 1280, 1)",2025-08-06T15:45:30.415723,batch_results\visualizations\vis_IMG_10072025161740.png
IMG_10072025161755.png,success,False,0.0,3,[],2.9257266521453857,"(1024, 1280, 1)",2025-08-06T15:45:33.388310,batch_results\visualizations\vis_IMG_10072025161755.png
IMG_10072025161755.png,success,False,0.0,3,[],2.9252023696899414,"(1024, 1280, 1)",2025-08-06T15:45:36.360382,batch_results\visualizations\vis_IMG_10072025161755.png
IMG_10072025161756.png,success,False,0.0,0,[],2.643775463104248,"(1024, 1280, 1)",2025-08-06T15:45:39.035790,batch_results\visualizations\vis_IMG_10072025161756.png
IMG_10072025161756.png,success,False,0.0,0,[],3.129131555557251,"(1024, 1280, 1)",2025-08-06T15:45:42.196161,batch_results\visualizations\vis_IMG_10072025161756.png
IMG_10072025161758.png,success,False,0.0,1,[],2.252441644668579,"(1024, 1280, 1)",2025-08-06T15:45:44.480240,batch_results\visualizations\vis_IMG_10072025161758.png
IMG_10072025161758.png,success,False,0.0,1,[],2.01842999458313,"(1024, 1280, 1)",2025-08-06T15:45:46.529907,batch_results\visualizations\vis_IMG_10072025161758.png
IMG_10072025161814.png,success,False,0.0,0,[],2.90936541557312,"(1024, 1280, 1)",2025-08-06T15:45:49.470511,batch_results\visualizations\vis_IMG_10072025161814.png
IMG_10072025161814.png,success,False,0.0,0,[],2.8941330909729004,"(1024, 1280, 1)",2025-08-06T15:45:52.411503,batch_results\visualizations\vis_IMG_10072025161814.png
IMG_10072025161817.png,success,False,0.0,0,[],3.175485849380493,"(1024, 1280, 1)",2025-08-06T15:45:55.633850,batch_results\visualizations\vis_IMG_10072025161817.png
IMG_10072025161817.png,success,False,0.0,0,[],3.0503506660461426,"(1024, 1280, 1)",2025-08-06T15:45:58.715829,batch_results\visualizations\vis_IMG_10072025161817.png
IMG_10072025161824.png,success,False,0.0,0,[],3.0660624504089355,"(1024, 1280, 1)",2025-08-06T15:46:01.813128,batch_results\visualizations\vis_IMG_10072025161824.png
IMG_10072025161824.png,success,False,0.0,0,[],3.05084490776062,"(1024, 1280, 1)",2025-08-06T15:46:04.895210,batch_results\visualizations\vis_IMG_10072025161824.png
IMG_10072025161825.png,success,False,0.0,0,[],3.535534143447876,"(1024, 1280, 1)",2025-08-06T15:46:08.477504,batch_results\visualizations\vis_IMG_10072025161825.png
IMG_10072025161825.png,success,False,0.0,0,[],3.566702127456665,"(1024, 1280, 1)",2025-08-06T15:46:12.075445,batch_results\visualizations\vis_IMG_10072025161825.png
IMG_10072025161830.png,success,False,0.0,0,[],3.582669973373413,"(1024, 1280, 1)",2025-08-06T15:46:15.689351,batch_results\visualizations\vis_IMG_10072025161830.png
IMG_10072025161830.png,success,False,0.0,0,[],3.5667357444763184,"(1024, 1280, 1)",2025-08-06T15:46:19.302958,batch_results\visualizations\vis_IMG_10072025161830.png
IMG_10072025161846.png,success,False,0.0,0,[],3.1137092113494873,"(1024, 1280, 1)",2025-08-06T15:46:22.447907,batch_results\visualizations\vis_IMG_10072025161846.png
IMG_10072025161846.png,success,False,0.0,0,[],3.2696475982666016,"(1024, 1280, 1)",2025-08-06T15:46:25.748794,batch_results\visualizations\vis_IMG_10072025161846.png
IMG_10072025161903.png,success,False,0.0,0,[],2.737718105316162,"(1024, 1280, 1)",2025-08-06T15:46:28.517751,batch_results\visualizations\vis_IMG_10072025161903.png
IMG_10072025161903.png,success,False,0.0,0,[],2.7219436168670654,"(1024, 1280, 1)",2025-08-06T15:46:31.286555,batch_results\visualizations\vis_IMG_10072025161903.png
IMG_10072025161905.png,success,False,0.0,0,[],3.3636324405670166,"(1024, 1280, 1)",2025-08-06T15:46:34.697047,batch_results\visualizations\vis_IMG_10072025161905.png
IMG_10072025161905.png,success,False,0.0,0,[],3.3621580600738525,"(1024, 1280, 1)",2025-08-06T15:46:38.091464,batch_results\visualizations\vis_IMG_10072025161905.png
IMG_10072025161912.png,success,False,0.0,0,[],2.956709861755371,"(1024, 1280, 1)",2025-08-06T15:46:41.095034,batch_results\visualizations\vis_IMG_10072025161912.png
IMG_10072025161912.png,success,False,0.0,0,[],3.018850326538086,"(1024, 1280, 1)",2025-08-06T15:46:44.161139,batch_results\visualizations\vis_IMG_10072025161912.png
IMG_10072025161916.png,success,False,0.0,0,[],2.5346758365631104,"(1024, 1280, 1)",2025-08-06T15:46:46.727054,batch_results\visualizations\vis_IMG_10072025161916.png
IMG_10072025161916.png,success,False,0.0,0,[],2.5184872150421143,"(1024, 1280, 1)",2025-08-06T15:46:49.292410,batch_results\visualizations\vis_IMG_10072025161916.png
IMG_10072025161918.png,success,False,0.0,0,[],2.878695249557495,"(1024, 1280, 1)",2025-08-06T15:46:52.202345,batch_results\visualizations\vis_IMG_10072025161918.png
IMG_10072025161918.png,success,False,0.0,0,[],3.003833532333374,"(1024, 1280, 1)",2025-08-06T15:46:55.253452,batch_results\visualizations\vis_IMG_10072025161918.png
IMG_10072025161919.png,success,False,0.0,0,[],5.084125995635986,"(1024, 1280, 1)",2025-08-06T15:47:00.384437,batch_results\visualizations\vis_IMG_10072025161919.png
IMG_10072025161919.png,success,False,0.0,0,[],5.100219964981079,"(1024, 1280, 1)",2025-08-06T15:47:05.531518,batch_results\visualizations\vis_IMG_10072025161919.png
IMG_10072025161955.png,success,False,0.0,0,[],3.191558361053467,"(1024, 1280, 1)",2025-08-06T15:47:08.754313,batch_results\visualizations\vis_IMG_10072025161955.png
IMG_10072025161955.png,success,False,0.0,0,[],3.2228634357452393,"(1024, 1280, 1)",2025-08-06T15:47:12.024034,batch_results\visualizations\vis_IMG_10072025161955.png
IMG_10072025162000.png,success,False,0.0,0,[],3.2383198738098145,"(1024, 1280, 1)",2025-08-06T15:47:15.309214,batch_results\visualizations\vis_IMG_10072025162000.png
IMG_10072025162000.png,success,False,0.0,0,[],3.1444032192230225,"(1024, 1280, 1)",2025-08-06T15:47:18.484857,batch_results\visualizations\vis_IMG_10072025162000.png
IMG_10072025162006.png,success,False,0.0,0,[],3.128574848175049,"(1024, 1280, 1)",2025-08-06T15:47:21.660694,batch_results\visualizations\vis_IMG_10072025162006.png
IMG_10072025162006.png,success,False,0.0,0,[],3.2538363933563232,"(1024, 1280, 1)",2025-08-06T15:47:24.945769,batch_results\visualizations\vis_IMG_10072025162006.png
IMG_10072025162057.png,success,False,0.0,0,[],2.753291606903076,"(1024, 1280, 1)",2025-08-06T15:47:27.745920,batch_results\visualizations\vis_IMG_10072025162057.png
IMG_10072025162057.png,success,False,0.0,0,[],2.8470637798309326,"(1024, 1280, 1)",2025-08-06T15:47:30.624631,batch_results\visualizations\vis_IMG_10072025162057.png
IMG_10072025162059.png,success,False,0.0,0,[],2.613271713256836,"(1024, 1280, 1)",2025-08-06T15:47:33.284759,batch_results\visualizations\vis_IMG_10072025162059.png
IMG_10072025162059.png,success,False,0.0,0,[],2.5968215465545654,"(1024, 1280, 1)",2025-08-06T15:47:35.912832,batch_results\visualizations\vis_IMG_10072025162059.png
IMG_10072025162103.png,success,False,0.0,0,[],3.5510449409484863,"(1024, 1280, 1)",2025-08-06T15:47:39.510736,batch_results\visualizations\vis_IMG_10072025162103.png
IMG_10072025162103.png,success,False,0.0,0,[],3.582348108291626,"(1024, 1280, 1)",2025-08-06T15:47:43.124716,batch_results\visualizations\vis_IMG_10072025162103.png
IMG_10072025162112.png,success,False,0.0,0,[],2.065342664718628,"(1024, 1280, 1)",2025-08-06T15:47:45.221298,batch_results\visualizations\vis_IMG_10072025162112.png
IMG_10072025162112.png,success,False,0.0,0,[],2.47175931930542,"(1024, 1280, 1)",2025-08-06T15:47:47.724294,batch_results\visualizations\vis_IMG_10072025162112.png
IMG_10072025162115.png,success,False,0.0,0,[],2.080886125564575,"(1024, 1280, 1)",2025-08-06T15:47:49.836418,batch_results\visualizations\vis_IMG_10072025162115.png
IMG_10072025162115.png,success,False,0.0,0,[],2.064885377883911,"(1024, 1280, 1)",2025-08-06T15:47:51.932542,batch_results\visualizations\vis_IMG_10072025162115.png
IMG_10072025162116.png,success,False,0.0,0,[],1.9868452548980713,"(1024, 1280, 1)",2025-08-06T15:47:53.966248,batch_results\visualizations\vis_IMG_10072025162116.png
IMG_10072025162116.png,success,False,0.0,0,[],1.9712944030761719,"(1024, 1280, 1)",2025-08-06T15:47:55.984401,batch_results\visualizations\vis_IMG_10072025162116.png
IMG_10072025162118.png,success,False,0.0,0,[],2.393742561340332,"(1024, 1280, 1)",2025-08-06T15:47:58.409384,batch_results\visualizations\vis_IMG_10072025162118.png
IMG_10072025162118.png,success,False,0.0,0,[],2.39369797706604,"(1024, 1280, 1)",2025-08-06T15:48:00.849941,batch_results\visualizations\vis_IMG_10072025162118.png
IMG_10072025162126.png,success,False,0.0,0,[],2.744647264480591,"(1024, 1280, 1)",2025-08-06T15:48:03.641446,batch_results\visualizations\vis_IMG_10072025162126.png
IMG_10072025162126.png,success,False,0.0,0,[],2.737238883972168,"(1024, 1280, 1)",2025-08-06T15:48:06.418944,batch_results\visualizations\vis_IMG_10072025162126.png
IMG_10072025162129.png,success,False,0.0,0,[],3.1915664672851562,"(1024, 1280, 1)",2025-08-06T15:48:09.641749,batch_results\visualizations\vis_IMG_10072025162129.png
IMG_10072025162129.png,success,False,0.0,0,[],3.2069907188415527,"(1024, 1280, 1)",2025-08-06T15:48:12.895596,batch_results\visualizations\vis_IMG_10072025162129.png
IMG_10072025162131.png,success,False,0.0,0,[],6.164046287536621,"(1024, 1280, 1)",2025-08-06T15:48:19.090881,batch_results\visualizations\vis_IMG_10072025162131.png
IMG_10072025162131.png,success,False,0.0,0,[],6.30431866645813,"(1024, 1280, 1)",2025-08-06T15:48:25.442069,batch_results\visualizations\vis_IMG_10072025162131.png
IMG_10072025162135.png,success,False,0.0,0,[],2.4560725688934326,"(1024, 1280, 1)",2025-08-06T15:48:27.929381,batch_results\visualizations\vis_IMG_10072025162135.png
IMG_10072025162135.png,success,False,0.0,0,[],2.4405460357666016,"(1024, 1280, 1)",2025-08-06T15:48:30.401168,batch_results\visualizations\vis_IMG_10072025162135.png
